COD-FAMILIAR-FAM;RENDA-MEDIA;LOCALIDADE;UNIDADE_DE_ATENDMENTO;COD-AGUA-CANALIZADA-FAM;COD-ABASTE-AGUA-DOMIC-FAM;COD-BANHEIRO-DOMIC-FAM;COD-ESCOA-SANITARIO-DOMIC-FAM;COD-DESTINO-LIXO-DOMIC-FAM;COD-ILUMINACAO-DOMIC-FAM;COD-CALCAMENTO-DOMIC-FAM
20153;0;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;3;1;1;1
20154;2;MUCUNA;MUCUNA;1;1;1;3;1;1;1
20155;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
20156;53;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;3;2;3;3
20157;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
20158;0;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
20159;443;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20160;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
20161;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20162;4;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;3
20163;0;CENTRO;JEREISSATI;1;1;1;1;1;1;1
20164;5;MUCUNA;MUCUNA;2;3;1;3;3;3;3
20165;366;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
20166;394;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
20167;606;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
20168;0;COQUEIRAL;PIRATININGA;1;1;1;3;1;1;1
20169;0;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
20170;62;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20171;125;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;1;1;3
20172;86;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;2;1;1;1
20173;80;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;1;1;1;2
20174;333;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
20175;516;HORTO;INDIGENA;1;1;1;3;1;1;1
20176;0;SIQUEIRA;PARQUE SAO JOAO;1;2;1;3;1;1;3
20177;100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20178;954;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20179;50;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20180;257;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
20181;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
20182;329;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20183;200;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
20184;0;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
20185;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20186;598;JACANAU;MUCUNA;1;1;1;1;1;1;1
20187;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;3
20188;0;PIRATININGA;PIRATININGA;1;4;1;3;1;3;3
20189;550;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20190;366;TIMBO;TIMBO;1;1;1;1;1;1;1
20191;0;TIMBO;TIMBO;1;2;1;1;1;1;1
20192;550;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20193;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20194;998;TIMBO;TIMBO;1;1;1;1;1;1;1
20195;66;PIRATININGA;PIRATININGA;1;1;1;2;1;1;3
20196;300;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
20197;473;TIMBO;TIMBO;1;1;1;1;1;1;1
20198;137;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
20199;1045;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20200;0;SIQUEIRA;PARQUE SAO JOAO;2;2;1;2;1;1;3
20201;66;DI 2000;ACARACUZINHO;1;4;1;3;1;3;2
20202;50;SANTO ANTONIO;INDIGENA;1;2;2;;1;1;3
20203;954;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
20204;667;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20205;318;VILA BURITI;ACARACUZINHO;1;1;1;3;1;1;1
20206;100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20207;954;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20208;2172;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
20209;550;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
20210;225;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20211;454;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20212;25;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
20213;0;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
20214;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
20215;40;PAJUCARA;PAJUCARA;1;4;1;6;3;1;3
20216;369;CENTRO;JEREISSATI;1;1;1;1;1;1;1
20217;1490;TIMBO;TIMBO;1;1;1;1;1;1;1
20218;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;1;1;3;1
20219;500;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
20220;0;PIRATININGA;CENTRO POP;;;;;;;
20221;320;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20222;1212;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20223;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20224;351;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20225;550;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
20226;548;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;1;1
20227;45;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;1
20228;75;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
20229;75;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
20230;75;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
20231;205;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20232;947;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
20233;200;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20234;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
20235;250;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
20236;0;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;3
20237;389;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20238;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20239;200;LUZARDO VIANA;MUCUNA;1;1;1;3;2;1;3
20240;0;SANTO SATIRO;ACARACUZINHO;1;1;2;;1;1;1
20241;0;JARI;PARQUE SAO JOAO;1;4;1;3;1;1;3
20242;233;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
20243;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
20244;954;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
20245;950;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20246;318;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
20247;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20248;16;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;2;6;3
20249;202;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
20250;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
20251;100;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
20252;70;MUCUNA;MUCUNA;1;1;1;3;1;1;1
20253;468;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20254;66;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20255;45;JARI;PARQUE SAO JOAO;1;4;1;3;1;3;1
20256;522;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
20257;75;CANINDEZINHO;PARQUE SAO JOAO;1;1;2;;3;1;3
20258;22;MUCUNA;MUCUNA;1;1;1;2;1;1;1
20259;0;HORTO;JEREISSATI;2;4;2;;1;3;1
20260;808;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20261;50;SIQUEIRA;PARQUE SAO JOAO;1;4;1;3;1;6;3
20262;382;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
20263;0;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;1;1;3
20264;1045;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
20265;1100;MENINO JESUS DE PRAGA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
20266;250;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;3
20267;275;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;1;1;1;1
20268;550;HORTO;JEREISSATI;1;1;2;;1;1;1
20269;286;CENTRO;JEREISSATI;1;1;1;1;1;1;1
20270;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20271;954;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20272;100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20273;986;CIDADE NOVA;PAJUCARA;1;1;1;1;1;1;1
20274;0;ESPLANADA DO MONDUBIM;PAJUCARA;1;1;1;3;1;1;1
20275;303;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20276;31;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20277;550;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
20278;175;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20279;550;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
20280;780;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20281;12;BOA ESPERANCA;PAJUCARA;1;1;1;1;1;1;1
20282;585;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
20283;33;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20284;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;5;2;1;1
20285;234;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
20286;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20287;522;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
20288;7;HORTO;INDIGENA;1;1;1;3;1;3;1
20289;125;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20290;66;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
20291;0;HORTO;JEREISSATI;1;1;1;3;1;1;1
20292;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;2;;1;1;1
20293;400;PARQUE SAO JOAO;PARQUE SAO JOAO;1;1;1;2;1;1;2
20294;404;CENTRO;JEREISSATI;1;1;1;1;1;1;1
20295;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
20296;0;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
20297;0;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
20298;358;ALTO ALEGRE I;ACARACUZINHO;1;4;1;3;1;3;3
20299;0;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
20300;100;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
20301;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20302;275;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20303;152;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
20304;16;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20305;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
20306;453;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
20307;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
20308;166;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
20309;237;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;2
20310;550;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;3;1;1;1
20311;26;JARI;PARQUE SAO JOAO;1;4;1;2;4;3;3
20312;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
20313;100;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
20314;62;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
20315;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
20316;5;CANINDEZINHO;PARQUE SAO JOAO;1;2;1;3;1;1;1
20317;80;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;3;1
20318;150;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;2
20319;30;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
20320;41;TIMBO;TIMBO;1;1;1;1;1;1;1
20321;244;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
20322;70;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;4;1;3;3
20323;175;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;3;3
20324;50;CIDADE NOVA;PAJUCARA;1;1;1;1;1;1;1
20325;155;ALTO ALEGRE II;ALTO ALEGRE;2;1;1;3;1;3;1
20326;318;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20327;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
20328;25;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
20329;620;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
20330;40;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;3;2
20331;8;PARQUE TIJUCA;MUCUNA;1;1;1;3;2;1;1
20332;60;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;2
20333;312;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
20334;514;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
20335;365;HORTO;INDIGENA;1;1;1;3;1;1;1
20336;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20337;0;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
20338;75;MUCUNA;MUCUNA;;;;;;;
20339;0;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
20340;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
20341;40;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
20342;1212;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
20343;20;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
20344;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
20345;50;HORTO;JEREISSATI;1;1;1;3;1;1;1
20346;66;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;3
20347;0;PARQUE TIJUCA;MUCUNA;1;4;2;;2;3;3
20348;50;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
20349;0;JEREISSATI II;JEREISSATI;2;2;1;1;1;3;1
20350;100;OLHO DAGUA;JEREISSATI;1;1;1;3;1;1;1
20351;33;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
20352;415;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
20353;477;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
20354;366;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20355;0;JARDIM JATOBA;PARQUE SAO JOAO;1;1;1;3;1;1;3
20356;937;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;3
20357;33;PARQUE TIJUCA;MUCUNA;1;1;1;3;2;1;3
20358;522;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
20359;50;JACANAU;MUCUNA;1;1;1;3;1;1;1
20360;33;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;2;1;1
20361;37;JACANAU;MUCUNA;1;1;1;3;1;1;1
20362;381;SIQUEIRA;PARQUE SAO JOAO;1;2;1;3;1;1;1
20363;50;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
20364;300;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
20365;50;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
20366;0;ALTO ALEGRE I;ACARACUZINHO;2;4;2;;1;3;3
20367;54;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;3;1;1;1
20368;150;JEREISSATI I;JEREISSATI;1;1;1;3;1;1;1
20369;275;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;3
20370;123;CANINDEZINHO;PARQUE SAO JOAO;1;4;1;2;1;1;3
20371;50;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;2
20372;0;JACANAU;MUCUNA;2;2;1;3;1;1;3
20373;137;MARACANANZINHO;PIRATININGA;1;1;1;2;1;1;1
20374;50;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
20375;25;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
20376;60;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
20377;0;JARI;PARQUE SAO JOAO;1;1;1;4;1;1;3
20378;0;SERRA AZUL;MUCUNA;1;1;1;3;2;1;2
20379;30;NOVO ORIENTE;ACARACUZINHO;2;4;1;1;1;5;1
20380;40;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
20381;170;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
20382;118;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
20383;1212;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
20384;200;TIMBO;TIMBO;1;1;1;1;1;1;1
20385;210;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
20386;100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20387;739;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20388;0;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;3
20389;410;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20390;0;MUCUNA;MUCUNA;2;3;1;3;1;1;1
20391;50;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20392;16;DI 2000;ACARACUZINHO;1;3;1;1;1;1;1
20393;66;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
20394;516;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20395;100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
20396;1045;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20397;8;PAJUCARA;PAJUCARA;1;4;1;1;1;6;1
20398;599;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
20399;728;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20400;46;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;6;3
20401;13;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
20402;233;TIMBO;TIMBO;1;1;1;1;1;1;1
20403;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
20404;1100;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
20405;499;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
20406;550;ALTO ALEGRE I;ACARACUZINHO;1;4;1;3;1;1;1
20407;0;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
20408;66;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
20409;184;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
20410;303;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
20411;66;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
20412;0;SIQUEIRA;PARQUE SAO JOAO;2;4;1;3;1;3;2
20413;50;PARQUE TIJUCA;MUCUNA;1;1;2;;1;3;1
20414;550;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
20415;243;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;3
